Invoice Number,Invoice Date,Amount,Status,Recurring,First Invoice,Amount Due,Payments,Currency,Customer Billing Country
88335,24-Sep-2022 15:27,39.2,Paid,TRUE,FALSE,0,39.2,USD,
88334,24-Sep-2022 15:25,5800,Payment Due,TRUE,FALSE,5800,0,INR,
88333,24-Sep-2022 15:25,5800,Payment Due,TRUE,FALSE,5800,0,INR,
88332,24-Sep-2022 15:23,78.4,Payment Due,TRUE,FALSE,78.4,0,USD,
88331,24-Sep-2022 15:21,0,Paid,TRUE,TRUE,0,0,USD,
88330,24-Sep-2022 15:20,0,Paid,TRUE,TRUE,0,0,USD,
88329,24-Sep-2022 15:19,0,Paid,TRUE,TRUE,0,0,USD,
88328,24-Sep-2022 15:16,49,Payment Due,TRUE,FALSE,49,0,USD,
88327,24-Sep-2022 15:15,0,Paid,TRUE,TRUE,0,0,INR,
88326,24-Sep-2022 15:11,49,Paid,TRUE,FALSE,0,49,USD,
88325,24-Sep-2022 15:08,62,Paid,FALSE,TRUE,0,62,USD,
88324,24-Sep-2022 15:07,10,Paid,FALSE,FALSE,0,10,USD,
88323,24-Sep-2022 15:04,49,Payment Due,TRUE,FALSE,49,0,USD,
88322,24-Sep-2022 15:03,0,Paid,TRUE,TRUE,0,0,USD,
88321,24-Sep-2022 15:03,50,Paid,FALSE,FALSE,0,50,USD,
88320,24-Sep-2022 15:02,0,Paid,TRUE,TRUE,0,0,USD,
88319,24-Sep-2022 15:02,50,Voided,FALSE,FALSE,50,0,USD,
88318,24-Sep-2022 15:00,0,Paid,TRUE,TRUE,0,0,USD,
88317,24-Sep-2022 15:00,20,Voided,FALSE,FALSE,20,0,USD,
88316,24-Sep-2022 14:59,98,Paid,TRUE,FALSE,0,98,USD,
88315,24-Sep-2022 14:59,2900,Payment Due,TRUE,FALSE,2900,0,INR,
88314,24-Sep-2022 14:55,2900,Payment Due,TRUE,FALSE,2900,0,INR,
88313,24-Sep-2022 14:54,49,Paid,TRUE,FALSE,0,49,USD,
88312,24-Sep-2022 14:52,50,Paid,FALSE,FALSE,0,50,USD,
88311,24-Sep-2022 14:51,50,Voided,FALSE,FALSE,50,0,USD,
88310,24-Sep-2022 14:48,2900,Payment Due,TRUE,FALSE,2900,0,INR,
88309,24-Sep-2022 14:46,2900,Payment Due,TRUE,FALSE,2900,0,INR,
88308,24-Sep-2022 14:45,49,Paid,TRUE,FALSE,0,49,USD,
88307,24-Sep-2022 14:45,49,Paid,TRUE,FALSE,0,49,USD,
88306,24-Sep-2022 14:42,39.2,Paid,TRUE,FALSE,0,39.2,USD,
88305,24-Sep-2022 14:41,2900,Payment Due,TRUE,FALSE,2900,0,INR,
88304,24-Sep-2022 14:39,200,Voided,FALSE,FALSE,200,0,USD,
88303,24-Sep-2022 14:38,10,Paid,FALSE,FALSE,0,10,USD,
88302,24-Sep-2022 14:38,49,Paid,TRUE,TRUE,0,49,USD,
88301,24-Sep-2022 14:37,960,Payment Due,TRUE,FALSE,960,0,USD,
88300,24-Sep-2022 14:37,10,Voided,FALSE,FALSE,10,0,USD,
88299,24-Sep-2022 14:37,10,Voided,FALSE,FALSE,10,0,USD,
88298,24-Sep-2022 14:36,20,Paid,FALSE,FALSE,0,20,USD,
88297,24-Sep-2022 14:36,20,Voided,FALSE,FALSE,20,0,USD,
88296,24-Sep-2022 14:36,10,Paid,FALSE,FALSE,0,10,USD,
88295,24-Sep-2022 14:36,20,Voided,FALSE,FALSE,20,0,USD,
88294,24-Sep-2022 14:35,20,Paid,FALSE,FALSE,0,20,USD,
88293,24-Sep-2022 14:35,100,Paid,FALSE,FALSE,0,100,USD,
88292,24-Sep-2022 14:35,10,Voided,FALSE,FALSE,10,0,USD,
88291,24-Sep-2022 14:35,20,Voided,FALSE,FALSE,20,0,USD,
88290,24-Sep-2022 14:34,10,Voided,FALSE,FALSE,10,0,USD,
88289,24-Sep-2022 14:34,10,Paid,FALSE,TRUE,0,10,USD,
88288,24-Sep-2022 14:33,100,Voided,FALSE,FALSE,100,0,USD,
88287,24-Sep-2022 14:33,10,Voided,FALSE,FALSE,10,0,USD,
88286,24-Sep-2022 14:32,13,Voided,FALSE,FALSE,13,0,USD,
88285,24-Sep-2022 14:31,10,Voided,FALSE,FALSE,10,0,USD,
88284,24-Sep-2022 14:28,10,Voided,FALSE,FALSE,10,0,USD,
88283,24-Sep-2022 14:24,49,Paid,TRUE,FALSE,0,49,USD,
88282,24-Sep-2022 14:24,78.4,Payment Due,TRUE,FALSE,78.4,0,USD,
88281,24-Sep-2022 14:23,39.2,Paid,TRUE,FALSE,0,39.2,USD,
88280,24-Sep-2022 14:23,10,Voided,FALSE,FALSE,10,0,USD,
88279,24-Sep-2022 14:18,49,Payment Due,TRUE,FALSE,49,0,USD,
88278,24-Sep-2022 14:17,10,Voided,FALSE,FALSE,10,0,USD,
88277,24-Sep-2022 14:16,50,Paid,FALSE,FALSE,0,50,USD,
88276,24-Sep-2022 14:14,50,Voided,FALSE,FALSE,50,0,USD,
88275,24-Sep-2022 14:14,10,Voided,FALSE,FALSE,10,0,USD,
88274,24-Sep-2022 14:10,10,Voided,FALSE,FALSE,10,0,USD,
88273,24-Sep-2022 14:08,20,Voided,FALSE,FALSE,20,0,USD,
88272,24-Sep-2022 14:07,39.2,Payment Due,TRUE,FALSE,39.2,0,USD,
88271,24-Sep-2022 14:00,20,Paid,FALSE,FALSE,0,20,USD,IN
88270,24-Sep-2022 13:59,100,Paid,FALSE,FALSE,0,100,USD,
88269,24-Sep-2022 13:53,2900,Payment Due,TRUE,FALSE,2900,0,INR,
88268,24-Sep-2022 13:50,100,Paid,FALSE,FALSE,0,100,USD,
88267,24-Sep-2022 13:45,10,Paid,FALSE,FALSE,0,10,USD,
88266,24-Sep-2022 13:45,2900,Payment Due,TRUE,FALSE,2900,0,INR,
88265,24-Sep-2022 13:45,29.84,Voided,FALSE,FALSE,29.84,0,USD,
88264,24-Sep-2022 13:44,21.82,Voided,FALSE,FALSE,21.82,0,USD,
88263,24-Sep-2022 13:44,29.84,Voided,FALSE,FALSE,29.84,0,USD,
88262,24-Sep-2022 13:44,49,Payment Due,TRUE,FALSE,49,0,USD,
88261,24-Sep-2022 13:43,10,Voided,FALSE,FALSE,10,0,USD,
88260,24-Sep-2022 13:43,21.82,Voided,FALSE,FALSE,21.82,0,USD,
88259,24-Sep-2022 13:39,98,Paid,TRUE,FALSE,0,98,USD,
88258,24-Sep-2022 13:36,21.82,Voided,FALSE,FALSE,21.82,0,USD,
88257,24-Sep-2022 13:36,21.82,Voided,FALSE,FALSE,21.82,0,USD,
88256,24-Sep-2022 13:36,29.05,Paid,FALSE,FALSE,0,29.05,USD,
88255,24-Sep-2022 13:35,10,Voided,FALSE,FALSE,10,0,USD,
88254,24-Sep-2022 13:32,5800,Paid,TRUE,TRUE,0,5800,INR,
88253,24-Sep-2022 13:27,50,Voided,FALSE,FALSE,50,0,USD,
88252,24-Sep-2022 13:24,15,Paid,FALSE,FALSE,0,15,USD,
88251,24-Sep-2022 13:24,2900,Payment Due,TRUE,FALSE,2900,0,INR,
88250,24-Sep-2022 13:23,10,Paid,FALSE,FALSE,0,10,USD,
88249,24-Sep-2022 13:22,10,Paid,FALSE,FALSE,0,10,USD,
88248,24-Sep-2022 13:20,100,Paid,FALSE,FALSE,0,100,USD,
88247,24-Sep-2022 13:10,10,Voided,FALSE,FALSE,10,0,USD,
88246,24-Sep-2022 13:09,0,Paid,TRUE,TRUE,0,0,USD,
88245,24-Sep-2022 13:09,10,Voided,FALSE,FALSE,10,0,USD,
88244,24-Sep-2022 13:05,49,Payment Due,TRUE,FALSE,49,0,USD,
88243,24-Sep-2022 13:05,2900,Payment Due,TRUE,FALSE,2900,0,INR,
88242,24-Sep-2022 13:00,20,Paid,FALSE,FALSE,0,20,USD,
88241,24-Sep-2022 12:59,2900,Payment Due,TRUE,FALSE,2900,0,INR,
88240,24-Sep-2022 12:56,10,Paid,FALSE,TRUE,0,10,USD,
88239,24-Sep-2022 12:51,2900,Payment Due,TRUE,FALSE,2900,0,INR,IN
88238,24-Sep-2022 12:50,30,Paid,FALSE,FALSE,0,30,USD,
88237,24-Sep-2022 12:49,30,Voided,FALSE,FALSE,30,0,USD,
88236,24-Sep-2022 12:48,20,Paid,FALSE,FALSE,0,20,USD,
88235,24-Sep-2022 12:43,2900,Payment Due,TRUE,FALSE,2900,0,INR,
88234,24-Sep-2022 12:43,10,Paid,FALSE,FALSE,0,10,USD,
88233,24-Sep-2022 12:42,10,Voided,FALSE,FALSE,10,0,USD,
88232,24-Sep-2022 12:39,49,Paid,TRUE,FALSE,0,49,USD,
88231,24-Sep-2022 12:38,300,Paid,FALSE,FALSE,0,300,USD,
88230,24-Sep-2022 12:36,300,Voided,FALSE,FALSE,300,0,USD,
88229,24-Sep-2022 12:30,10,Voided,FALSE,FALSE,10,0,USD,IN
88228,24-Sep-2022 12:29,20,Paid,FALSE,FALSE,0,20,USD,
88227,24-Sep-2022 12:19,50,Paid,FALSE,FALSE,0,50,USD,
88226,24-Sep-2022 12:19,100,Paid,FALSE,FALSE,0,100,USD,
88225,24-Sep-2022 12:17,10,Voided,FALSE,FALSE,10,0,USD,
88224,24-Sep-2022 12:16,50,Paid,FALSE,TRUE,0,50,USD,
88223,24-Sep-2022 12:16,50,Voided,FALSE,FALSE,50,0,USD,
88222,24-Sep-2022 12:14,50,Paid,FALSE,FALSE,0,50,USD,
88221,24-Sep-2022 12:12,50,Voided,FALSE,FALSE,50,0,USD,
88220,24-Sep-2022 12:09,15,Voided,FALSE,FALSE,15,0,USD,
88219,24-Sep-2022 12:08,21.82,Voided,FALSE,FALSE,21.82,0,USD,
88218,24-Sep-2022 12:08,21.82,Voided,FALSE,FALSE,21.82,0,USD,
88217,24-Sep-2022 12:07,10,Paid,FALSE,FALSE,0,10,USD,
88216,24-Sep-2022 12:06,10,Voided,FALSE,FALSE,10,0,USD,
88215,24-Sep-2022 12:06,10,Voided,FALSE,FALSE,10,0,USD,
88214,24-Sep-2022 12:01,10,Voided,FALSE,FALSE,10,0,USD,
88213,24-Sep-2022 11:59,10,Paid,FALSE,FALSE,0,10,USD,
88212,24-Sep-2022 11:58,15,Paid,FALSE,FALSE,0,15,USD,
88211,24-Sep-2022 11:58,15,Paid,FALSE,FALSE,0,15,USD,
88210,24-Sep-2022 11:58,10,Voided,FALSE,FALSE,10,0,USD,
88209,24-Sep-2022 11:57,10,Paid,FALSE,FALSE,0,10,USD,
88208,24-Sep-2022 11:53,0,Paid,TRUE,TRUE,0,0,USD,
88207,24-Sep-2022 11:52,0,Paid,TRUE,TRUE,0,0,USD,
88206,24-Sep-2022 11:51,0,Paid,TRUE,TRUE,0,0,USD,
88205,24-Sep-2022 11:46,21.82,Voided,FALSE,FALSE,21.82,0,USD,
88204,24-Sep-2022 11:46,21.82,Voided,FALSE,FALSE,21.82,0,USD,
88203,24-Sep-2022 11:45,29.05,Voided,FALSE,FALSE,29.05,0,USD,
88202,24-Sep-2022 11:45,29.05,Voided,FALSE,FALSE,29.05,0,USD,
88201,24-Sep-2022 11:41,29.84,Voided,FALSE,FALSE,29.84,0,USD,
88200,24-Sep-2022 11:41,29.84,Voided,FALSE,FALSE,29.84,0,USD,
88199,24-Sep-2022 11:39,29.05,Voided,FALSE,FALSE,29.05,0,USD,
88198,24-Sep-2022 11:39,29.05,Voided,FALSE,FALSE,29.05,0,USD,
88197,24-Sep-2022 11:39,20.78,Paid,FALSE,FALSE,0,20.78,USD,
88196,24-Sep-2022 11:36,10,Voided,FALSE,FALSE,10,0,USD,
88195,24-Sep-2022 11:35,10,Voided,FALSE,FALSE,10,0,USD,
88194,24-Sep-2022 11:34,10,Voided,FALSE,FALSE,10,0,USD,
88193,24-Sep-2022 11:34,0,Paid,TRUE,TRUE,0,0,USD,
88192,24-Sep-2022 11:32,15,Voided,FALSE,FALSE,15,0,USD,
88191,24-Sep-2022 11:32,0,Paid,TRUE,TRUE,0,0,USD,
88190,24-Sep-2022 11:32,98,Paid,TRUE,FALSE,0,98,USD,
88189,24-Sep-2022 11:31,15,Voided,FALSE,FALSE,15,0,USD,
88188,24-Sep-2022 11:31,98,Not Paid,TRUE,FALSE,98,0,USD,
88187,24-Sep-2022 11:31,0,Paid,TRUE,TRUE,0,0,USD,
88186,24-Sep-2022 11:29,0,Paid,TRUE,TRUE,0,0,USD,
88185,24-Sep-2022 11:22,20.78,Voided,FALSE,FALSE,20.78,0,USD,
88184,24-Sep-2022 11:22,20.78,Voided,FALSE,FALSE,20.78,0,USD,
88183,24-Sep-2022 11:21,27.23,Paid,FALSE,FALSE,0,27.23,USD,
88182,24-Sep-2022 11:21,29.05,Paid,FALSE,FALSE,0,29.05,USD,
88181,24-Sep-2022 11:20,20,Paid,FALSE,FALSE,0,20,USD,
88180,24-Sep-2022 11:11,0,Paid,TRUE,TRUE,0,0,USD,
88179,24-Sep-2022 11:10,10,Voided,FALSE,FALSE,10,0,USD,
88178,24-Sep-2022 11:10,0,Paid,TRUE,TRUE,0,0,USD,
88177,24-Sep-2022 11:09,0,Paid,TRUE,TRUE,0,0,USD,
88176,24-Sep-2022 11:09,10,Voided,FALSE,FALSE,10,0,USD,
88175,24-Sep-2022 11:08,10,Voided,FALSE,FALSE,10,0,USD,
88174,24-Sep-2022 11:06,20,Voided,FALSE,FALSE,20,0,USD,
88173,24-Sep-2022 11:05,29.05,Voided,FALSE,FALSE,29.05,0,USD,
88172,24-Sep-2022 11:05,29.05,Voided,FALSE,FALSE,29.05,0,USD,
88171,24-Sep-2022 11:04,5800,Payment Due,TRUE,FALSE,5800,0,INR,
88170,24-Sep-2022 10:59,160,Paid,FALSE,FALSE,0,160,USD,
88169,24-Sep-2022 10:58,29.05,Voided,FALSE,FALSE,29.05,0,USD,
88168,24-Sep-2022 10:57,29.05,Voided,FALSE,FALSE,29.05,0,USD,
88167,24-Sep-2022 10:55,49,Paid,TRUE,TRUE,0,49,USD,
88166,24-Sep-2022 10:45,28,Voided,FALSE,FALSE,28,0,USD,
88165,24-Sep-2022 10:43,28,Voided,FALSE,FALSE,28,0,USD,
88164,24-Sep-2022 10:43,28,Voided,FALSE,FALSE,28,0,USD,
88163,24-Sep-2022 10:40,30,Voided,FALSE,FALSE,30,0,USD,
88162,24-Sep-2022 10:39,30,Voided,FALSE,FALSE,30,0,USD,
88161,24-Sep-2022 10:38,10,Paid,FALSE,TRUE,0,10,USD,
88160,24-Sep-2022 10:37,30,Voided,FALSE,FALSE,30,0,USD,
88159,24-Sep-2022 10:37,30,Voided,FALSE,FALSE,30,0,USD,
88158,24-Sep-2022 10:37,10,Voided,FALSE,FALSE,10,0,USD,
88157,24-Sep-2022 10:34,30,Voided,FALSE,FALSE,30,0,USD,
88156,24-Sep-2022 10:34,30,Voided,FALSE,FALSE,30,0,USD,
88155,24-Sep-2022 10:31,98,Payment Due,TRUE,FALSE,98,0,USD,
88154,24-Sep-2022 10:29,49,Payment Due,TRUE,FALSE,49,0,USD,
88153,24-Sep-2022 10:28,10,Voided,FALSE,FALSE,10,0,USD,
88152,24-Sep-2022 10:24,49,Paid,TRUE,FALSE,0,49,USD,
88151,24-Sep-2022 10:17,10,Voided,FALSE,FALSE,10,0,USD,
88150,24-Sep-2022 10:06,98,Paid,TRUE,FALSE,0,98,USD,
88149,24-Sep-2022 10:06,50,Paid,FALSE,FALSE,0,50,USD,
88148,24-Sep-2022 9:51,10,Paid,FALSE,FALSE,0,10,USD,
88147,24-Sep-2022 9:50,20,Paid,FALSE,FALSE,0,20,USD,
88146,24-Sep-2022 9:50,20,Paid,FALSE,FALSE,0,20,USD,
88145,24-Sep-2022 9:10,49,Paid,TRUE,FALSE,0,49,USD,
88144,24-Sep-2022 9:09,20,Paid,FALSE,FALSE,0,20,USD,
88143,24-Sep-2022 9:08,20,Paid,FALSE,FALSE,0,20,USD,
88142,24-Sep-2022 9:02,10,Voided,FALSE,FALSE,10,0,USD,
88141,24-Sep-2022 8:59,30,Paid,FALSE,FALSE,0,30,USD,
88140,24-Sep-2022 8:53,10,Paid,FALSE,FALSE,0,10,USD,MY
88139,24-Sep-2022 8:22,50,Voided,FALSE,FALSE,50,0,USD,
88138,24-Sep-2022 8:20,100,Paid,FALSE,FALSE,0,100,USD,
88137,24-Sep-2022 8:08,49,Payment Due,TRUE,FALSE,49,0,USD,
88136,24-Sep-2022 8:06,2900,Payment Due,TRUE,FALSE,2900,0,INR,
88135,24-Sep-2022 8:04,49,Paid,TRUE,FALSE,0,49,USD,
88134,24-Sep-2022 8:04,480,Paid,TRUE,FALSE,0,480,USD,IN
88133,24-Sep-2022 8:01,28.83,Paid,TRUE,FALSE,0,28.83,USD,
88132,24-Sep-2022 7:16,49,Payment Due,TRUE,FALSE,49,0,USD,
88131,24-Sep-2022 7:03,49,Paid,TRUE,FALSE,0,49,USD,
88130,24-Sep-2022 6:56,10,Paid,FALSE,FALSE,0,10,USD,
88129,24-Sep-2022 6:38,100,Paid,FALSE,FALSE,0,100,USD,
88128,24-Sep-2022 6:37,100,Voided,FALSE,FALSE,100,0,USD,
88127,24-Sep-2022 5:58,98,Payment Due,TRUE,FALSE,98,0,USD,
88126,24-Sep-2022 5:45,196,Payment Due,TRUE,FALSE,196,0,USD,
88125,24-Sep-2022 5:38,30,Paid,FALSE,FALSE,0,30,USD,
88124,24-Sep-2022 5:30,20,Voided,FALSE,FALSE,20,0,USD,
88123,24-Sep-2022 5:21,49,Paid,TRUE,FALSE,0,49,USD,
88122,24-Sep-2022 5:01,0,Paid,TRUE,TRUE,0,0,INR,
88121,24-Sep-2022 4:51,20,Paid,FALSE,FALSE,0,20,USD,
88120,24-Sep-2022 4:45,49,Paid,TRUE,FALSE,0,49,USD,
88119,24-Sep-2022 4:23,1970,Payment Due,TRUE,FALSE,1970,0,INR,
88118,24-Sep-2022 4:23,1970,Payment Due,TRUE,FALSE,1970,0,INR,
88117,24-Sep-2022 4:23,1970,Payment Due,TRUE,FALSE,1970,0,INR,
88116,24-Sep-2022 4:22,100,Paid,FALSE,FALSE,0,100,USD,
88115,24-Sep-2022 4:05,20,Paid,FALSE,FALSE,0,20,USD,
88114,24-Sep-2022 4:04,20,Voided,FALSE,FALSE,20,0,USD,
88113,24-Sep-2022 4:02,20,Voided,FALSE,FALSE,20,0,USD,
88112,24-Sep-2022 3:54,20,Paid,FALSE,FALSE,0,20,USD,
88111,24-Sep-2022 3:50,49,Paid,TRUE,FALSE,0,49,USD,
88110,24-Sep-2022 3:48,49,Paid,TRUE,TRUE,0,49,USD,
88109,24-Sep-2022 3:39,5800,Payment Due,TRUE,FALSE,5800,0,INR,
88108,24-Sep-2022 3:30,20,Paid,FALSE,FALSE,0,20,USD,
88107,24-Sep-2022 2:53,98,Paid,TRUE,FALSE,0,98,USD,
88106,24-Sep-2022 2:49,98,Paid,TRUE,FALSE,0,98,USD,
88105,24-Sep-2022 2:46,100,Paid,FALSE,FALSE,0,100,USD,
88104,24-Sep-2022 2:44,20,Paid,FALSE,FALSE,0,20,USD,
88103,24-Sep-2022 2:44,20,Voided,FALSE,FALSE,20,0,USD,
88102,24-Sep-2022 2:33,50,Paid,FALSE,FALSE,0,50,USD,
88101,24-Sep-2022 2:32,50,Voided,FALSE,FALSE,50,0,USD,
88100,24-Sep-2022 2:25,10,Paid,FALSE,TRUE,0,10,USD,
88099,24-Sep-2022 2:21,11,Paid,FALSE,FALSE,0,11,USD,AR
88098,24-Sep-2022 2:21,11,Voided,FALSE,FALSE,11,0,USD,AR
88097,24-Sep-2022 2:20,12,Voided,FALSE,FALSE,12,0,USD,AR
88096,24-Sep-2022 2:20,20,Paid,FALSE,FALSE,0,20,USD,
88095,24-Sep-2022 2:00,109,Payment Due,TRUE,FALSE,109,0,USD,
88094,24-Sep-2022 1:59,10,Paid,FALSE,TRUE,0,10,USD,
88093,24-Sep-2022 1:57,10,Voided,FALSE,FALSE,10,0,USD,
88092,24-Sep-2022 1:56,10,Voided,FALSE,FALSE,10,0,USD,
88091,24-Sep-2022 1:55,10,Voided,FALSE,FALSE,10,0,USD,
88090,24-Sep-2022 1:52,10,Paid,FALSE,FALSE,0,10,USD,ES
88089,24-Sep-2022 1:33,50,Paid,FALSE,FALSE,0,50,USD,
88088,24-Sep-2022 1:32,50,Voided,FALSE,FALSE,50,0,USD,
88087,24-Sep-2022 1:31,100,Paid,FALSE,FALSE,0,100,USD,
88086,24-Sep-2022 1:19,698,Payment Due,TRUE,FALSE,698,0,USD,SA
88085,24-Sep-2022 1:10,50,Paid,FALSE,FALSE,0,50,USD,
88084,24-Sep-2022 1:08,50,Voided,FALSE,FALSE,50,0,USD,
88083,24-Sep-2022 1:05,20,Voided,FALSE,FALSE,20,0,USD,
88082,24-Sep-2022 1:03,49,Paid,TRUE,FALSE,0,49,USD,
88081,24-Sep-2022 0:48,2900,Paid,TRUE,TRUE,0,2900,INR,
88080,24-Sep-2022 0:41,49,Payment Due,TRUE,FALSE,49,0,USD,
88079,24-Sep-2022 0:40,50,Paid,FALSE,FALSE,0,50,USD,
88078,24-Sep-2022 0:38,10,Voided,FALSE,FALSE,10,0,USD,
88077,24-Sep-2022 0:35,50,Voided,FALSE,FALSE,50,0,USD,
88076,24-Sep-2022 0:30,399,Payment Due,TRUE,FALSE,399,0,HKD,
88075,24-Sep-2022 0:22,49,Paid,TRUE,FALSE,0,49,USD,
88074,24-Sep-2022 0:16,10,Paid,FALSE,FALSE,0,10,USD,
88073,24-Sep-2022 0:16,50,Paid,FALSE,FALSE,0,50,USD,
88072,24-Sep-2022 0:15,10,Voided,FALSE,FALSE,10,0,USD,
88071,24-Sep-2022 0:15,50,Voided,FALSE,FALSE,50,0,USD,
88070,24-Sep-2022 0:06,49,Payment Due,TRUE,FALSE,49,0,USD,
88069,24-Sep-2022 0:03,200,Paid,FALSE,FALSE,0,200,USD,
88068,24-Sep-2022 0:03,49,Paid,TRUE,TRUE,0,49,USD,
88066,24-Sep-2022 0:02,49,Paid,TRUE,FALSE,0,49,USD,
88067,24-Sep-2022 0:02,2900,Paid,TRUE,FALSE,0,2900,INR,
88065,24-Sep-2022 0:02,200,Voided,FALSE,FALSE,200,0,USD,
88064,23-Sep-2022 23:59,200,Voided,FALSE,FALSE,200,0,USD,
88063,23-Sep-2022 23:58,5800,Paid,TRUE,FALSE,0,5800,INR,
88062,23-Sep-2022 23:54,10,Paid,FALSE,FALSE,0,10,USD,
88061,23-Sep-2022 23:48,15,Paid,FALSE,FALSE,0,15,USD,
88060,23-Sep-2022 23:46,2900,Paid,TRUE,TRUE,0,2900,INR,
88059,23-Sep-2022 23:44,12,Paid,FALSE,FALSE,0,12,USD,
88058,23-Sep-2022 23:44,12,Voided,FALSE,FALSE,12,0,USD,
88057,23-Sep-2022 23:43,50,Paid,FALSE,FALSE,0,50,USD,
88056,23-Sep-2022 23:43,50,Voided,FALSE,FALSE,50,0,USD,
88055,23-Sep-2022 23:42,50,Voided,FALSE,FALSE,50,0,USD,
88054,23-Sep-2022 23:42,50,Voided,FALSE,FALSE,50,0,USD,
88053,23-Sep-2022 23:40,399,Paid,TRUE,TRUE,0,399,HKD,
88052,23-Sep-2022 23:40,0,Paid,TRUE,TRUE,0,0,INR,
88051,23-Sep-2022 23:40,100,Voided,FALSE,FALSE,100,0,USD,
88050,23-Sep-2022 23:37,20,Voided,FALSE,FALSE,20,0,USD,
88049,23-Sep-2022 23:35,49,Payment Due,TRUE,FALSE,49,0,USD,IT
88048,23-Sep-2022 23:35,100,Voided,FALSE,FALSE,100,0,USD,
88047,23-Sep-2022 23:34,2900,Paid,TRUE,TRUE,0,2900,INR,
88046,23-Sep-2022 23:30,20,Paid,FALSE,FALSE,0,20,USD,
88045,23-Sep-2022 23:30,20,Voided,FALSE,FALSE,20,0,USD,
88044,23-Sep-2022 23:20,20,Paid,FALSE,FALSE,0,20,USD,
88043,23-Sep-2022 23:18,39,Paid,TRUE,FALSE,0,39,USD,
88042,23-Sep-2022 23:16,49,Paid,TRUE,FALSE,0,49,USD,
88041,23-Sep-2022 23:15,49,Paid,TRUE,FALSE,0,49,USD,
88040,23-Sep-2022 23:12,49,Payment Due,TRUE,FALSE,49,0,USD,
88039,23-Sep-2022 23:11,2394,Payment Due,TRUE,FALSE,2394,0,HKD,
88038,23-Sep-2022 23:10,20,Paid,FALSE,FALSE,0,20,USD,
88037,23-Sep-2022 23:09,20,Paid,FALSE,FALSE,0,20,USD,
88036,23-Sep-2022 23:09,2900,Payment Due,TRUE,FALSE,2900,0,INR,
88035,23-Sep-2022 23:08,20,Voided,FALSE,FALSE,20,0,USD,
88034,23-Sep-2022 23:06,10,Paid,FALSE,FALSE,0,10,USD,
88033,23-Sep-2022 23:05,10,Voided,FALSE,FALSE,10,0,USD,
88032,23-Sep-2022 23:04,10,Voided,FALSE,FALSE,10,0,USD,
88031,23-Sep-2022 23:02,49,Paid,TRUE,FALSE,0,49,USD,
88030,23-Sep-2022 23:00,30,Paid,FALSE,FALSE,0,30,USD,
88029,23-Sep-2022 22:59,10,Paid,FALSE,TRUE,0,10,USD,
88028,23-Sep-2022 22:59,20,Paid,FALSE,FALSE,0,20,USD,
88027,23-Sep-2022 22:58,50,Paid,FALSE,FALSE,0,50,USD,
88026,23-Sep-2022 22:58,50,Voided,FALSE,FALSE,50,0,USD,
88025,23-Sep-2022 22:58,20,Voided,FALSE,FALSE,20,0,USD,
88024,23-Sep-2022 22:57,50,Voided,FALSE,FALSE,50,0,USD,
88023,23-Sep-2022 22:56,147,Payment Due,TRUE,FALSE,147,0,USD,
88022,23-Sep-2022 22:50,49,Paid,TRUE,TRUE,0,49,USD,
88021,23-Sep-2022 22:50,2900,Payment Due,TRUE,FALSE,2900,0,INR,
88020,23-Sep-2022 22:49,28,Paid,FALSE,TRUE,0,28,USD,
88019,23-Sep-2022 22:48,49,Paid,TRUE,TRUE,0,49,USD,
88018,23-Sep-2022 22:44,49,Payment Due,TRUE,FALSE,49,0,USD,
88017,23-Sep-2022 22:41,39.2,Paid,TRUE,FALSE,0,39.2,USD,
88016,23-Sep-2022 22:40,49,Paid,TRUE,FALSE,0,49,USD,
88015,23-Sep-2022 22:40,20,Paid,FALSE,FALSE,0,20,USD,
88014,23-Sep-2022 22:39,49,Paid,TRUE,TRUE,0,49,USD,
88013,23-Sep-2022 22:39,49,Paid,TRUE,TRUE,0,49,USD,
88012,23-Sep-2022 22:36,12,Paid,FALSE,FALSE,0,12,USD,
88011,23-Sep-2022 22:36,10,Voided,FALSE,FALSE,10,0,USD,
88010,23-Sep-2022 22:32,49,Paid,TRUE,FALSE,0,49,USD,ES
88009,23-Sep-2022 22:29,49,Paid,TRUE,FALSE,0,49,USD,
88008,23-Sep-2022 22:26,20,Paid,FALSE,FALSE,0,20,USD,
88007,23-Sep-2022 22:22,50,Paid,FALSE,FALSE,0,50,USD,
88006,23-Sep-2022 22:22,50,Voided,FALSE,FALSE,50,0,USD,
88005,23-Sep-2022 22:20,45,Voided,FALSE,FALSE,45,0,USD,
88004,23-Sep-2022 22:19,49,Paid,TRUE,TRUE,0,49,USD,
88003,23-Sep-2022 22:18,100,Voided,FALSE,FALSE,100,0,USD,
88002,23-Sep-2022 22:17,278,Payment Due,TRUE,FALSE,278,0,USD,
88001,23-Sep-2022 22:16,2400.04,Paid,TRUE,TRUE,0,2400.04,INR,
88000,23-Sep-2022 22:10,50,Voided,FALSE,FALSE,50,0,USD,
87999,23-Sep-2022 22:03,10,Paid,FALSE,FALSE,0,10,USD,
87998,23-Sep-2022 22:01,10,Paid,FALSE,FALSE,0,10,USD,
87997,23-Sep-2022 21:57,2900,Payment Due,TRUE,FALSE,2900,0,INR,
87996,23-Sep-2022 21:48,98,Paid,TRUE,FALSE,0,98,USD,
