Invoice Number,Invoice Date,Amount,Status,Recurring,First Invoice,Amount Due,Payments,Currency,Customer Billing Country
89665,26-Sep-2022 18:11,2900,Payment Due,TRUE,FALSE,2900,0,INR,
89664,26-Sep-2022 18:11,49,Paid,TRUE,FALSE,0,49,USD,
89663,26-Sep-2022 18:10,20,Paid,FALSE,FALSE,0,20,USD,
89662,26-Sep-2022 18:06,28,Voided,FALSE,FALSE,28,0,USD,
89661,26-Sep-2022 18:06,28,Voided,FALSE,FALSE,28,0,USD,
89660,26-Sep-2022 18:05,30,Paid,FALSE,FALSE,0,30,USD,
89659,26-Sep-2022 18:05,30,Voided,FALSE,FALSE,30,0,USD,
89658,26-Sep-2022 18:04,27,Voided,FALSE,FALSE,27,0,USD,
89657,26-Sep-2022 18:04,30,Paid,FALSE,FALSE,0,30,USD,
89656,26-Sep-2022 18:04,27,Voided,FALSE,FALSE,27,0,USD,
89655,26-Sep-2022 18:02,27,Paid,FALSE,FALSE,0,27,USD,
89654,26-Sep-2022 17:57,49,Paid,TRUE,TRUE,0,49,USD,
89653,26-Sep-2022 17:54,49,Paid,TRUE,TRUE,0,49,USD,
89652,26-Sep-2022 17:52,50,Paid,FALSE,FALSE,0,50,USD,
89651,26-Sep-2022 17:50,10,Paid,FALSE,FALSE,0,10,USD,
89650,26-Sep-2022 17:50,686,Payment Due,TRUE,FALSE,686,0,USD,
89649,26-Sep-2022 17:47,10,Voided,FALSE,FALSE,10,0,USD,
89648,26-Sep-2022 17:47,500,Paid,FALSE,FALSE,0,500,USD,
89647,26-Sep-2022 17:47,2900,Paid,TRUE,FALSE,0,2900,INR,
89646,26-Sep-2022 17:46,500,Voided,FALSE,FALSE,500,0,USD,
89645,26-Sep-2022 17:44,5800,Paid,TRUE,TRUE,0,5800,INR,
89644,26-Sep-2022 17:40,100,Paid,FALSE,FALSE,0,100,USD,
89643,26-Sep-2022 17:39,10,Paid,FALSE,FALSE,0,10,USD,
89642,26-Sep-2022 17:38,49,Paid,TRUE,TRUE,0,49,USD,
89641,26-Sep-2022 17:37,150,Paid,FALSE,FALSE,0,150,USD,
89640,26-Sep-2022 17:29,50,Paid,FALSE,FALSE,0,50,USD,
89639,26-Sep-2022 17:29,38800,Payment Due,TRUE,FALSE,38800,0,INR,
89638,26-Sep-2022 17:27,0,Paid,TRUE,TRUE,0,0,USD,
89637,26-Sep-2022 17:26,80,Voided,FALSE,FALSE,80,0,USD,
89636,26-Sep-2022 17:26,25,Paid,FALSE,FALSE,0,25,USD,IN
89635,26-Sep-2022 17:25,0,Paid,TRUE,TRUE,0,0,USD,
89634,26-Sep-2022 17:25,80,Voided,FALSE,FALSE,80,0,USD,
89633,26-Sep-2022 17:25,31.36,Paid,TRUE,TRUE,0,31.36,USD,
89632,26-Sep-2022 17:25,50,Voided,FALSE,FALSE,50,0,USD,
89631,26-Sep-2022 17:22,0,Paid,TRUE,TRUE,0,0,USD,
89630,26-Sep-2022 17:22,2900,Paid,TRUE,FALSE,0,2900,INR,
89629,26-Sep-2022 17:20,0,Paid,TRUE,TRUE,0,0,USD,
89628,26-Sep-2022 17:18,2900,Payment Due,TRUE,FALSE,2900,0,INR,
89627,26-Sep-2022 17:17,0,Paid,TRUE,TRUE,0,0,USD,
89626,26-Sep-2022 17:17,2900,Payment Due,TRUE,FALSE,2900,0,INR,
89624,26-Sep-2022 17:16,2900,Payment Due,TRUE,FALSE,2900,0,INR,
89625,26-Sep-2022 17:16,49,Paid,TRUE,FALSE,0,49,USD,
89623,26-Sep-2022 17:16,200,Paid,FALSE,FALSE,0,200,USD,
89622,26-Sep-2022 17:15,31.36,Paid,TRUE,TRUE,0,31.36,USD,
89621,26-Sep-2022 17:15,200,Voided,FALSE,FALSE,200,0,USD,
89620,26-Sep-2022 17:15,30,Paid,FALSE,FALSE,0,30,USD,
89619,26-Sep-2022 17:14,0,Paid,TRUE,TRUE,0,0,USD,
89618,26-Sep-2022 17:14,0,Paid,TRUE,TRUE,0,0,USD,
89617,26-Sep-2022 17:14,50,Paid,FALSE,TRUE,0,50,USD,
89616,26-Sep-2022 17:14,30,Voided,FALSE,FALSE,30,0,USD,
89615,26-Sep-2022 17:14,13.4,Paid,TRUE,FALSE,0,9.11,USD,
89614,26-Sep-2022 17:13,2320,Payment Due,TRUE,FALSE,2320,0,INR,
89613,26-Sep-2022 17:12,39.2,Paid,TRUE,FALSE,0,39.2,USD,
89612,26-Sep-2022 17:11,100,Paid,FALSE,FALSE,0,100,USD,
89611,26-Sep-2022 17:11,0,Paid,TRUE,TRUE,0,0,USD,
89610,26-Sep-2022 17:10,100,Voided,FALSE,FALSE,100,0,USD,
89609,26-Sep-2022 17:10,50,Voided,FALSE,FALSE,50,0,USD,
89608,26-Sep-2022 17:08,0,Paid,TRUE,TRUE,0,0,USD,
89607,26-Sep-2022 17:07,49,Paid,TRUE,TRUE,0,49,USD,
89606,26-Sep-2022 17:06,0,Paid,TRUE,TRUE,0,0,USD,
89605,26-Sep-2022 17:05,2900,Payment Due,TRUE,FALSE,2900,0,INR,
89604,26-Sep-2022 17:04,0,Paid,TRUE,TRUE,0,0,USD,
89603,26-Sep-2022 17:03,2900,Payment Due,TRUE,FALSE,2900,0,INR,
89602,26-Sep-2022 17:03,0,Paid,TRUE,TRUE,0,0,USD,
89601,26-Sep-2022 17:02,78.4,Payment Due,TRUE,FALSE,78.4,0,USD,
89600,26-Sep-2022 17:00,0,Paid,TRUE,TRUE,0,0,USD,
89599,26-Sep-2022 16:59,0,Paid,TRUE,TRUE,0,0,USD,
89598,26-Sep-2022 16:59,98,Paid,TRUE,FALSE,0,98,USD,
89597,26-Sep-2022 16:58,100,Paid,FALSE,FALSE,0,100,USD,
89596,26-Sep-2022 16:57,0,Paid,TRUE,TRUE,0,0,USD,
89595,26-Sep-2022 16:55,0,Paid,TRUE,TRUE,0,0,USD,
89594,26-Sep-2022 16:55,24.5,Paid,TRUE,TRUE,0,24.5,USD,
89593,26-Sep-2022 16:54,49,Paid,TRUE,FALSE,0,49,USD,
89592,26-Sep-2022 16:54,40,Paid,FALSE,FALSE,0,40,USD,
89591,26-Sep-2022 16:51,200,Paid,FALSE,FALSE,0,200,USD,
89590,26-Sep-2022 16:49,200,Voided,FALSE,FALSE,200,0,USD,
89589,26-Sep-2022 16:48,399,Paid,TRUE,FALSE,0,399,HKD,
89588,26-Sep-2022 16:46,150,Paid,FALSE,FALSE,0,150,USD,
89587,26-Sep-2022 16:46,50,Voided,FALSE,FALSE,50,0,USD,
89586,26-Sep-2022 16:45,49,Paid,TRUE,FALSE,0,49,USD,
89585,26-Sep-2022 16:44,5800,Payment Due,TRUE,FALSE,5800,0,INR,
89584,26-Sep-2022 16:43,50,Paid,FALSE,FALSE,0,50,USD,
89583,26-Sep-2022 16:42,39.2,Payment Due,TRUE,FALSE,39.2,0,USD,
89582,26-Sep-2022 16:42,50,Voided,FALSE,FALSE,50,0,USD,
89581,26-Sep-2022 16:40,20,Voided,FALSE,FALSE,20,0,USD,
89580,26-Sep-2022 16:36,2900,Payment Due,TRUE,FALSE,2900,0,INR,
89579,26-Sep-2022 16:34,40,Paid,FALSE,FALSE,0,40,USD,
89578,26-Sep-2022 16:33,40,Voided,FALSE,FALSE,40,0,USD,
89577,26-Sep-2022 16:30,49,Paid,TRUE,TRUE,0,49,USD,
89576,26-Sep-2022 16:28,100,Paid,FALSE,FALSE,0,100,USD,
89575,26-Sep-2022 16:26,2900,Payment Due,TRUE,FALSE,2900,0,INR,
89574,26-Sep-2022 16:23,49,Paid,TRUE,TRUE,0,49,USD,
89573,26-Sep-2022 16:16,49,Paid,TRUE,TRUE,0,49,USD,
89572,26-Sep-2022 16:16,100,Paid,FALSE,FALSE,0,100,USD,
89571,26-Sep-2022 16:11,2900,Payment Due,TRUE,FALSE,2900,0,INR,
89570,26-Sep-2022 16:10,25,Paid,FALSE,FALSE,0,25,USD,
89569,26-Sep-2022 16:09,39.2,Payment Due,TRUE,FALSE,39.2,0,USD,
89568,26-Sep-2022 16:07,25,Voided,FALSE,FALSE,25,0,USD,
89567,26-Sep-2022 16:07,98,Paid,TRUE,FALSE,0,98,USD,
89565,26-Sep-2022 16:05,49,Paid,TRUE,FALSE,0,49,USD,
89566,26-Sep-2022 16:05,10,Paid,FALSE,FALSE,0,10,USD,
89564,26-Sep-2022 16:05,10,Voided,FALSE,FALSE,10,0,USD,
89563,26-Sep-2022 16:03,10,Voided,FALSE,FALSE,10,0,USD,
89562,26-Sep-2022 16:02,50,Paid,FALSE,FALSE,0,50,USD,
89561,26-Sep-2022 16:01,10,Voided,FALSE,FALSE,10,0,USD,
89560,26-Sep-2022 16:01,10,Paid,FALSE,TRUE,0,10,USD,
89559,26-Sep-2022 16:00,0,Paid,TRUE,TRUE,0,0,USD,
89558,26-Sep-2022 15:59,10,Voided,FALSE,FALSE,10,0,USD,
89557,26-Sep-2022 15:59,10,Voided,FALSE,FALSE,10,0,USD,
89556,26-Sep-2022 15:57,49,Paid,TRUE,TRUE,0,49,USD,
89555,26-Sep-2022 15:56,10,Paid,FALSE,FALSE,0,10,USD,
89554,26-Sep-2022 15:55,49,Payment Due,TRUE,FALSE,49,0,USD,
89553,26-Sep-2022 15:55,10,Paid,FALSE,FALSE,0,10,USD,
89552,26-Sep-2022 15:54,10,Voided,FALSE,FALSE,10,0,USD,
89551,26-Sep-2022 15:54,10,Voided,FALSE,FALSE,10,0,USD,
89549,26-Sep-2022 15:53,10,Paid,FALSE,FALSE,0,10,USD,
89548,26-Sep-2022 15:50,10,Voided,FALSE,FALSE,10,0,USD,
89547,26-Sep-2022 15:48,10,Paid,FALSE,FALSE,0,10,USD,
89546,26-Sep-2022 15:47,10,Paid,FALSE,FALSE,0,10,USD,
89545,26-Sep-2022 15:47,10,Voided,FALSE,FALSE,10,0,USD,
89544,26-Sep-2022 15:46,10,Voided,FALSE,FALSE,10,0,USD,
89543,26-Sep-2022 15:45,20,Voided,FALSE,FALSE,20,0,USD,
89542,26-Sep-2022 15:44,49,Payment Due,TRUE,FALSE,49,0,USD,
89541,26-Sep-2022 15:44,150,Voided,FALSE,FALSE,150,0,USD,
89540,26-Sep-2022 15:43,31.36,Paid,TRUE,TRUE,0,31.36,USD,
89538,26-Sep-2022 15:42,49,Payment Due,TRUE,FALSE,49,0,USD,
89539,26-Sep-2022 15:42,0,Paid,TRUE,TRUE,0,0,INR,
89537,26-Sep-2022 15:42,80,Voided,FALSE,FALSE,80,0,USD,
89536,26-Sep-2022 15:41,10,Paid,FALSE,FALSE,0,10,USD,
89535,26-Sep-2022 15:40,31.36,Paid,TRUE,TRUE,0,31.36,USD,
89534,26-Sep-2022 15:40,10,Paid,FALSE,FALSE,0,10,USD,
89533,26-Sep-2022 15:40,49,Paid,TRUE,FALSE,0,23.89,USD,
89532,26-Sep-2022 15:39,10,Voided,FALSE,FALSE,10,0,USD,
89531,26-Sep-2022 15:39,10,Voided,FALSE,FALSE,10,0,USD,
89530,26-Sep-2022 15:39,0,Paid,TRUE,TRUE,0,0,INR,
89529,26-Sep-2022 15:39,10,Voided,FALSE,FALSE,10,0,USD,
89528,26-Sep-2022 15:39,31.36,Paid,TRUE,TRUE,0,31.36,USD,
89527,26-Sep-2022 15:38,86,Voided,FALSE,FALSE,86,0,USD,
89526,26-Sep-2022 15:37,88,Voided,FALSE,FALSE,88,0,USD,
89525,26-Sep-2022 15:36,0,Paid,TRUE,TRUE,0,0,INR,
89524,26-Sep-2022 15:36,31.36,Paid,TRUE,TRUE,0,31.36,USD,
89523,26-Sep-2022 15:36,2900,Payment Due,TRUE,FALSE,2900,0,INR,
89522,26-Sep-2022 15:35,86,Paid,FALSE,FALSE,0,86,USD,
89521,26-Sep-2022 15:34,86,Voided,FALSE,FALSE,86,0,USD,
89520,26-Sep-2022 15:34,49,Paid,TRUE,TRUE,0,49,USD,
89519,26-Sep-2022 15:31,49,Payment Due,TRUE,FALSE,49,0,USD,
89518,26-Sep-2022 15:31,49,Paid,TRUE,FALSE,0,49,USD,
89517,26-Sep-2022 15:31,31.36,Paid,TRUE,TRUE,0,31.36,USD,
89516,26-Sep-2022 15:27,1970,Paid,TRUE,TRUE,0,1970,INR,
89515,26-Sep-2022 15:27,31.36,Paid,TRUE,TRUE,0,31.36,USD,
89514,26-Sep-2022 15:23,31.36,Paid,TRUE,TRUE,0,31.36,USD,
89513,26-Sep-2022 15:20,31.36,Paid,TRUE,TRUE,0,31.36,USD,
89512,26-Sep-2022 15:19,27,Voided,FALSE,FALSE,27,0,USD,
89511,26-Sep-2022 15:18,27,Voided,FALSE,FALSE,27,0,USD,
89510,26-Sep-2022 15:18,27,Voided,FALSE,FALSE,27,0,USD,
89509,26-Sep-2022 15:17,27,Voided,FALSE,FALSE,27,0,USD,
89508,26-Sep-2022 15:16,27,Voided,FALSE,FALSE,27,0,USD,
89507,26-Sep-2022 15:16,27,Voided,FALSE,FALSE,27,0,USD,
89506,26-Sep-2022 15:16,49,Paid,TRUE,TRUE,0,49,USD,
89505,26-Sep-2022 15:14,20,Paid,FALSE,FALSE,0,20,USD,
89504,26-Sep-2022 15:13,100,Voided,FALSE,FALSE,100,0,USD,
89503,26-Sep-2022 15:13,20,Voided,FALSE,FALSE,20,0,USD,
89502,26-Sep-2022 15:08,0,Paid,TRUE,TRUE,0,0,INR,
89501,26-Sep-2022 15:06,49,Payment Due,TRUE,FALSE,49,0,USD,
89500,26-Sep-2022 15:05,70,Paid,FALSE,FALSE,0,70,USD,
89499,26-Sep-2022 15:04,400,Paid,FALSE,TRUE,0,400,USD,
89498,26-Sep-2022 15:04,50,Paid,FALSE,FALSE,0,50,USD,
89497,26-Sep-2022 15:02,100,Voided,FALSE,FALSE,100,0,USD,
89496,26-Sep-2022 15:01,40,Paid,FALSE,TRUE,0,40,USD,
89495,26-Sep-2022 15:01,100,Paid,FALSE,FALSE,0,100,USD,
89494,26-Sep-2022 15:01,100,Voided,FALSE,FALSE,100,0,USD,
89493,26-Sep-2022 15:01,20,Paid,FALSE,FALSE,0,20,USD,
89492,26-Sep-2022 15:01,10,Paid,FALSE,TRUE,0,10,USD,
89491,26-Sep-2022 15:00,10,Paid,FALSE,TRUE,0,10,USD,
89490,26-Sep-2022 15:00,10,Paid,FALSE,FALSE,0,10,USD,
89489,26-Sep-2022 15:00,49,Paid,TRUE,TRUE,0,49,USD,
89488,26-Sep-2022 15:00,100,Voided,FALSE,FALSE,100,0,USD,
89487,26-Sep-2022 15:00,100,Voided,FALSE,FALSE,100,0,USD,
89486,26-Sep-2022 14:59,100,Voided,FALSE,FALSE,100,0,USD,
89485,26-Sep-2022 14:59,100,Voided,FALSE,FALSE,100,0,USD,
89484,26-Sep-2022 14:59,100,Voided,FALSE,FALSE,100,0,USD,
89483,26-Sep-2022 14:57,20,Paid,FALSE,FALSE,0,20,USD,
89482,26-Sep-2022 14:56,80,Paid,FALSE,FALSE,0,80,USD,
89481,26-Sep-2022 14:55,20,Voided,FALSE,FALSE,20,0,USD,
89480,26-Sep-2022 14:50,0,Paid,TRUE,TRUE,0,0,INR,
89479,26-Sep-2022 14:50,100,Voided,FALSE,FALSE,100,0,USD,
89478,26-Sep-2022 14:47,10,Paid,FALSE,FALSE,0,10,USD,
89477,26-Sep-2022 14:47,98,Payment Due,TRUE,FALSE,98,0,USD,
89476,26-Sep-2022 14:44,31.36,Paid,TRUE,TRUE,0,31.36,USD,
89475,26-Sep-2022 14:43,20,Paid,FALSE,FALSE,0,20,USD,
89474,26-Sep-2022 14:42,31.36,Paid,TRUE,TRUE,0,31.36,USD,
89473,26-Sep-2022 14:42,20,Voided,FALSE,FALSE,20,0,USD,
89472,26-Sep-2022 14:41,5800,Paid,TRUE,TRUE,0,5800,INR,
89471,26-Sep-2022 14:39,150,Paid,FALSE,FALSE,0,150,USD,
89470,26-Sep-2022 14:39,10,Paid,FALSE,TRUE,0,10,USD,IN
89469,26-Sep-2022 14:35,49,Paid,TRUE,TRUE,0,49,USD,
89468,26-Sep-2022 14:32,98,Payment Due,TRUE,FALSE,98,0,USD,
89467,26-Sep-2022 14:29,10,Voided,FALSE,FALSE,10,0,USD,
89466,26-Sep-2022 14:29,10,Paid,FALSE,FALSE,0,10,USD,
89465,26-Sep-2022 14:29,20,Voided,FALSE,FALSE,20,0,USD,
89464,26-Sep-2022 14:28,10,Paid,FALSE,FALSE,0,10,USD,
89463,26-Sep-2022 14:28,10,Voided,FALSE,FALSE,10,0,USD,
89462,26-Sep-2022 14:28,2900,Payment Due,TRUE,FALSE,2900,0,INR,
89461,26-Sep-2022 14:27,10,Paid,FALSE,FALSE,0,10,USD,
89460,26-Sep-2022 14:27,10,Paid,FALSE,FALSE,0,10,USD,
89459,26-Sep-2022 14:26,10,Voided,FALSE,FALSE,10,0,USD,
89458,26-Sep-2022 14:26,10,Voided,FALSE,FALSE,10,0,USD,
89457,26-Sep-2022 14:26,10,Voided,FALSE,FALSE,10,0,USD,
89456,26-Sep-2022 14:25,100,Paid,FALSE,FALSE,0,100,USD,
89455,26-Sep-2022 14:25,100,Voided,FALSE,FALSE,100,0,USD,
89454,26-Sep-2022 14:22,2900,Payment Due,TRUE,FALSE,2900,0,INR,
89453,26-Sep-2022 14:22,10,Voided,FALSE,FALSE,10,0,USD,
89452,26-Sep-2022 14:21,0,Paid,TRUE,TRUE,0,0,INR,
89451,26-Sep-2022 14:21,13,Paid,FALSE,TRUE,0,13,USD,
89450,26-Sep-2022 14:20,10,Voided,FALSE,FALSE,10,0,USD,
89449,26-Sep-2022 14:20,100,Voided,FALSE,FALSE,100,0,USD,
89448,26-Sep-2022 14:20,100,Voided,FALSE,FALSE,100,0,USD,
89447,26-Sep-2022 14:19,13,Voided,FALSE,FALSE,13,0,USD,
89446,26-Sep-2022 14:19,500,Paid,FALSE,FALSE,0,500,USD,
89445,26-Sep-2022 14:18,60,Paid,FALSE,FALSE,0,60,USD,
89444,26-Sep-2022 14:18,100,Paid,FALSE,FALSE,0,100,USD,
89443,26-Sep-2022 14:17,196,Payment Due,TRUE,FALSE,196,0,USD,
89442,26-Sep-2022 14:16,60,Voided,FALSE,FALSE,60,0,USD,
89441,26-Sep-2022 14:16,500,Voided,FALSE,FALSE,500,0,USD,
89440,26-Sep-2022 14:14,2900,Payment Due,TRUE,FALSE,2900,0,INR,
89438,26-Sep-2022 14:13,49,Payment Due,TRUE,FALSE,49,0,USD,
89439,26-Sep-2022 14:13,49,Payment Due,TRUE,FALSE,49,0,USD,
89437,26-Sep-2022 14:13,49,Payment Due,TRUE,FALSE,49,0,USD,
89436,26-Sep-2022 14:11,10,Voided,FALSE,FALSE,10,0,USD,
89435,26-Sep-2022 14:10,100,Paid,FALSE,FALSE,0,100,USD,
89434,26-Sep-2022 14:10,49,Paid,TRUE,FALSE,0,49,USD,
89433,26-Sep-2022 14:05,30,Voided,FALSE,FALSE,30,0,USD,
89432,26-Sep-2022 14:05,150,Voided,FALSE,FALSE,150,0,USD,
89431,26-Sep-2022 14:00,13,Voided,FALSE,FALSE,13,0,USD,
89430,26-Sep-2022 14:00,22,Paid,FALSE,FALSE,0,22,USD,IN
89429,26-Sep-2022 14:00,100,Paid,FALSE,FALSE,0,100,USD,
89428,26-Sep-2022 13:58,0,Paid,TRUE,TRUE,0,0,USD,
89427,26-Sep-2022 13:57,20,Paid,FALSE,FALSE,0,20,USD,
89426,26-Sep-2022 13:57,13,Voided,FALSE,FALSE,13,0,USD,
89425,26-Sep-2022 13:56,98,Payment Due,TRUE,FALSE,98,0,USD,
89424,26-Sep-2022 13:54,100,Voided,FALSE,FALSE,100,0,USD,
89423,26-Sep-2022 13:54,0,Paid,TRUE,TRUE,0,0,USD,
89422,26-Sep-2022 13:53,2900,Payment Due,TRUE,FALSE,2900,0,INR,
89421,26-Sep-2022 13:51,20,Voided,FALSE,FALSE,20,0,USD,
89420,26-Sep-2022 13:50,30,Voided,FALSE,FALSE,30,0,USD,
89419,26-Sep-2022 13:49,12,Paid,FALSE,TRUE,0,12,USD,
89418,26-Sep-2022 13:48,30,Paid,FALSE,FALSE,0,30,USD,
89417,26-Sep-2022 13:48,30,Paid,FALSE,FALSE,0,30,USD,
89416,26-Sep-2022 13:48,30,Voided,FALSE,FALSE,30,0,USD,
89415,26-Sep-2022 13:47,30,Voided,FALSE,FALSE,30,0,USD,
89414,26-Sep-2022 13:47,2900,Payment Due,TRUE,FALSE,2900,0,INR,
89413,26-Sep-2022 13:44,20,Voided,FALSE,FALSE,20,0,USD,
89412,26-Sep-2022 13:44,20,Voided,FALSE,FALSE,20,0,USD,
89411,26-Sep-2022 13:43,100,Paid,FALSE,FALSE,0,100,USD,
89410,26-Sep-2022 13:42,10,Voided,FALSE,FALSE,10,0,USD,
89409,26-Sep-2022 13:42,10,Voided,FALSE,FALSE,10,0,USD,
89408,26-Sep-2022 13:42,20,Voided,FALSE,FALSE,20,0,USD,
89407,26-Sep-2022 13:41,20,Voided,FALSE,FALSE,20,0,USD,
89406,26-Sep-2022 13:40,49,Payment Due,TRUE,FALSE,49,0,USD,
89405,26-Sep-2022 13:39,0,Paid,TRUE,TRUE,0,0,INR,
89404,26-Sep-2022 13:39,2900,Paid,TRUE,TRUE,0,2900,INR,
89403,26-Sep-2022 13:39,20,Voided,FALSE,FALSE,20,0,USD,
89402,26-Sep-2022 13:38,20,Voided,FALSE,FALSE,20,0,USD,
89401,26-Sep-2022 13:38,60,Paid,FALSE,FALSE,0,60,USD,
89400,26-Sep-2022 13:38,10,Paid,FALSE,FALSE,0,10,USD,
89399,26-Sep-2022 13:38,30,Paid,FALSE,FALSE,0,30,USD,
89398,26-Sep-2022 13:36,15,Paid,FALSE,FALSE,0,15,USD,
89397,26-Sep-2022 13:36,50,Paid,FALSE,FALSE,0,50,USD,
89396,26-Sep-2022 13:35,50,Voided,FALSE,FALSE,50,0,USD,
89395,26-Sep-2022 13:35,60,Voided,FALSE,FALSE,60,0,USD,
89394,26-Sep-2022 13:33,15,Paid,FALSE,FALSE,0,15,USD,
89392,26-Sep-2022 13:31,10,Voided,FALSE,FALSE,10,0,USD,ES
89393,26-Sep-2022 13:31,60,Voided,FALSE,FALSE,60,0,USD,
89391,26-Sep-2022 13:30,0,Paid,TRUE,TRUE,0,0,USD,
89390,26-Sep-2022 13:30,30,Voided,FALSE,FALSE,30,0,USD,
89389,26-Sep-2022 13:27,10,Voided,FALSE,FALSE,10,0,USD,
89388,26-Sep-2022 13:25,30,Voided,FALSE,FALSE,30,0,USD,
89387,26-Sep-2022 13:23,2900,Paid,TRUE,TRUE,0,2900,INR,
89386,26-Sep-2022 13:19,49,Payment Due,TRUE,FALSE,49,0,USD,
89385,26-Sep-2022 13:16,0,Paid,TRUE,TRUE,0,0,USD,
89384,26-Sep-2022 13:15,2900,Payment Due,TRUE,FALSE,2900,0,INR,
89383,26-Sep-2022 13:14,230,Paid,FALSE,FALSE,0,230,USD,
89382,26-Sep-2022 13:13,30,Paid,FALSE,FALSE,0,30,USD,IN
89381,26-Sep-2022 13:12,50,Paid,FALSE,FALSE,0,50,USD,
89380,26-Sep-2022 13:11,15,Voided,FALSE,FALSE,15,0,USD,
89379,26-Sep-2022 13:11,50,Voided,FALSE,FALSE,50,0,USD,
89378,26-Sep-2022 13:11,230,Voided,FALSE,FALSE,230,0,USD,
89377,26-Sep-2022 13:10,20,Paid,FALSE,FALSE,0,20,USD,
89376,26-Sep-2022 13:08,20,Paid,FALSE,FALSE,0,20,USD,
89375,26-Sep-2022 13:07,10,Paid,FALSE,FALSE,0,10,USD,
89373,26-Sep-2022 13:05,15,Paid,FALSE,FALSE,0,15,USD,
89374,26-Sep-2022 13:05,10,Paid,FALSE,FALSE,0,10,USD,IN
89372,26-Sep-2022 13:03,98,Paid,TRUE,FALSE,0,98,USD,
89371,26-Sep-2022 13:02,10,Voided,FALSE,FALSE,10,0,USD,IN
89370,26-Sep-2022 13:02,10,Paid,FALSE,TRUE,0,10,USD,IN
89369,26-Sep-2022 12:59,10,Paid,FALSE,FALSE,0,10,USD,
89368,26-Sep-2022 12:58,10,Voided,FALSE,FALSE,10,0,USD,
89367,26-Sep-2022 12:57,100,Paid,FALSE,FALSE,0,100,USD,
89366,26-Sep-2022 12:56,98,Payment Due,TRUE,FALSE,98,0,USD,
89365,26-Sep-2022 12:55,78.4,Payment Due,TRUE,FALSE,78.4,0,USD,
89364,26-Sep-2022 12:55,100,Voided,FALSE,FALSE,100,0,USD,
89363,26-Sep-2022 12:53,0,Paid,TRUE,TRUE,0,0,USD,
89362,26-Sep-2022 12:51,30,Paid,FALSE,FALSE,0,30,USD,
89361,26-Sep-2022 12:51,20,Paid,FALSE,FALSE,0,20,USD,
89360,26-Sep-2022 12:51,150,Paid,FALSE,FALSE,0,150,USD,
89359,26-Sep-2022 12:51,20,Voided,FALSE,FALSE,20,0,USD,
89358,26-Sep-2022 12:50,150,Voided,FALSE,FALSE,150,0,USD,
89357,26-Sep-2022 12:50,200,Paid,FALSE,TRUE,0,200,USD,
89356,26-Sep-2022 12:49,100,Voided,FALSE,FALSE,100,0,USD,
89355,26-Sep-2022 12:48,10,Paid,FALSE,FALSE,0,10,USD,
89354,26-Sep-2022 12:47,10,Voided,FALSE,FALSE,10,0,USD,IN
89353,26-Sep-2022 12:47,30,Voided,FALSE,FALSE,30,0,USD,
89352,26-Sep-2022 12:46,100,Voided,FALSE,FALSE,100,0,USD,
89351,26-Sep-2022 12:44,100,Voided,FALSE,FALSE,100,0,USD,
89350,26-Sep-2022 12:43,10,Voided,FALSE,FALSE,10,0,USD,
89349,26-Sep-2022 12:42,399,Payment Due,TRUE,FALSE,399,0,HKD,
89348,26-Sep-2022 12:42,0,Paid,TRUE,TRUE,0,0,USD,
89347,26-Sep-2022 12:42,98,Payment Due,TRUE,FALSE,98,0,USD,
89346,26-Sep-2022 12:42,10,Paid,FALSE,FALSE,0,10,USD,
89345,26-Sep-2022 12:41,10,Voided,FALSE,FALSE,10,0,USD,
89344,26-Sep-2022 12:40,100,Paid,FALSE,FALSE,0,100,USD,
89343,26-Sep-2022 12:38,2900,Payment Due,TRUE,FALSE,2900,0,INR,
89342,26-Sep-2022 12:37,500,Paid,FALSE,FALSE,0,500,USD,
89341,26-Sep-2022 12:32,2900,Payment Due,TRUE,FALSE,2900,0,INR,
89340,26-Sep-2022 12:31,0,Paid,TRUE,TRUE,0,0,USD,
89339,26-Sep-2022 12:31,50,Paid,FALSE,FALSE,0,50,USD,
89338,26-Sep-2022 12:25,49,Paid,TRUE,TRUE,0,49,USD,
89337,26-Sep-2022 12:21,0,Paid,TRUE,TRUE,0,0,USD,
89336,26-Sep-2022 12:18,10,Voided,FALSE,FALSE,10,0,USD,
89335,26-Sep-2022 12:18,80,Voided,FALSE,FALSE,80,0,USD,
89334,26-Sep-2022 12:17,98,Payment Due,TRUE,FALSE,98,0,USD,
89333,26-Sep-2022 12:16,500,Voided,FALSE,FALSE,500,0,USD,
89332,26-Sep-2022 12:15,500,Paid,FALSE,FALSE,0,500,USD,IN
89331,26-Sep-2022 12:15,10,Voided,FALSE,FALSE,10,0,USD,
89330,26-Sep-2022 12:13,0,Paid,TRUE,TRUE,0,0,USD,
89329,26-Sep-2022 12:13,500,Voided,FALSE,FALSE,500,0,USD,IN
89328,26-Sep-2022 12:13,20,Paid,FALSE,FALSE,0,20,USD,
89327,26-Sep-2022 12:08,500,Voided,FALSE,FALSE,500,0,USD,
89326,26-Sep-2022 12:05,399,Payment Due,TRUE,FALSE,399,0,HKD,
89325,26-Sep-2022 12:05,10,Paid,FALSE,FALSE,0,10,USD,
89324,26-Sep-2022 12:04,98,Payment Due,TRUE,FALSE,98,0,USD,
89323,26-Sep-2022 12:03,100,Voided,FALSE,FALSE,100,0,USD,IN
